Source	Target	LS	Xs	Len	MutualInformation	percentage_co_occurrence	intersection	union	J
bn_ASV_000314	ep_ASV_00460	0.52826	1	120	0.408323	54.545455	36	66	0.545454545454545
bn_ASV_000314	ep_ASV_00480	0.488744	3	118	0.427141	55	33	60	0.55
bn_ASV_000318	bn_ASV_000054	0.514022	1	115	0.471267	52.238806	35	67	0.522388059701492
bn_ASV_000318	bn_ASV_000057	0.536436	10	111	0.316783	52.272727	23	44	0.522727272727273
bn_ASV_000318	bn_ASV_000062	0.633159	1	115	0.363602	52.459016	32	61	0.524590163934426
bn_ASV_000318	bn_ASV_000127	0.594137	10	111	0.308923	59.016393	36	61	0.590163934426229
bn_ASV_000318	bn_ASV_000134	0.574761	1	118	0.40864	54.237288	32	59	0.542372881355932
bn_ASV_000318	bn_ASV_000173	0.514398	12	107	0.244499	53.703704	29	54	0.537037037037037
bn_ASV_000318	bn_ASV_000245	0.53432	10	109	0.327538	55.172414	32	58	0.551724137931034
bn_ASV_000318	bn_ASV_000281	0.556674	10	111	0.359055	62.264151	33	53	0.622641509433962
bn_ASV_000318	en_ASV_00207	0.529742	1	117	0.421119	53.571429	30	56	0.535714285714286
bn_ASV_000318	en_ASV_00470	0.554182	1	117	0.340127	50.847458	30	59	0.508474576271186
bn_ASV_000320	bn_ASV_000073	0.630623	1	120	0.463438	53.125	34	64	0.53125
bn_ASV_000320	bn_ASV_000107	0.574682	1	107	0.377085	55.555556	35	63	0.555555555555556
bn_ASV_000320	bn_ASV_000193	0.743932	1	120	0.645587	61.818182	34	55	0.618181818181818
bn_ASV_000320	bn_ASV_000210	0.657535	1	120	0.524501	60.714286	34	56	0.607142857142857
bn_ASV_000320	bn_ASV_000213	0.769936	1	120	0.645803	66.666667	34	51	0.666666666666667
bn_ASV_000320	bn_ASV_000226	0.749402	1	120	0.594475	64	32	50	0.64
bn_ASV_000320	bn_ASV_000230	0.573979	1	120	0.533142	56.896552	33	58	0.568965517241379
bn_ASV_000320	bn_ASV_000232	0.640629	1	120	0.640214	66	33	50	0.66
bn_ASV_000320	bn_ASV_000252	0.548047	1	120	0.428245	57.407407	31	54	0.574074074074074
bn_ASV_000320	bn_ASV_000257	0.740157	1	120	0.58019	65.217391	30	46	0.652173913043478
bn_ASV_000320	bn_ASV_000262	0.576117	14	107	0.522767	50.909091	28	55	0.509090909090909
bn_ASV_000320	bn_ASV_000267	0.72324	1	120	0.54657	60	24	40	0.6
bn_ASV_000320	bn_ASV_000271	0.664688	1	120	0.593908	62.745098	32	51	0.627450980392157
bn_ASV_000320	bn_ASV_000280	0.519354	1	107	0.480345	56	28	50	0.56
bn_ASV_000320	bn_ASV_000290	0.671441	1	120	0.447182	58.333333	28	48	0.583333333333333
bn_ASV_000320	bn_ASV_000294	0.750498	1	120	0.630665	67.44186	29	43	0.674418604651163
bn_ASV_000320	bn_ASV_000298	0.632327	1	120	0.468989	59.574468	28	47	0.595744680851064
bn_ASV_000320	bn_ASV_000308	0.610502	1	120	0.553886	55.357143	31	56	0.553571428571429
bn_ASV_000320	bn_ASV_000311	0.776657	1	120	0.593054	62.5	30	48	0.625
bn_ASV_000320	bn_ASV_000331	0.635357	1	120	0.339424	53.225806	33	62	0.532258064516129
bn_ASV_000320	bn_ASV_000348	0.785495	1	120	0.700919	68	34	50	0.68
bn_ASV_000320	bn_ASV_000361	0.543496	1	120	0.483826	55.555556	30	54	0.555555555555556
bn_ASV_000320	bn_ASV_000398	0.484087	1	120	0.468314	58.823529	30	51	0.588235294117647
bn_ASV_000320	bn_ASV_000406	0.63379	4	117	0.466603	50.943396	27	53	0.509433962264151
bn_ASV_000320	bn_ASV_000409	0.577492	4	117	0.463001	52.272727	23	44	0.522727272727273
bn_ASV_000320	bn_ASV_000411	0.53545	3	116	0.328613	56.25	27	48	0.5625
bn_ASV_000320	bn_ASV_000425	0.60603	1	120	0.537117	51.020408	25	49	0.510204081632653
bn_ASV_000320	bn_ASV_000457	0.633014	1	120	0.491705	57.446809	27	47	0.574468085106383
bn_ASV_000320	bn_ASV_000474	0.533724	1	119	0.42221	51.851852	28	54	0.518518518518518
bn_ASV_000320	bn_ASV_000476	0.589445	2	119	0.410745	52.173913	24	46	0.521739130434783
bn_ASV_000320	bn_ASV_000511	0.698502	4	117	0.542619	56.862745	29	51	0.568627450980392
bn_ASV_000320	bn_ASV_000528	0.768451	1	120	0.609253	63.636364	28	44	0.636363636363636
bn_ASV_000320	bn_ASV_000692	0.626293	1	120	0.398563	52.380952	22	42	0.523809523809524
bn_ASV_000320	bn_ASV_000717	0.637115	1	119	0.428118	54.347826	25	46	0.543478260869565
bn_ASV_000320	bn_ASV_000720	0.587413	2	119	0.53693	59.52381	25	42	0.595238095238095
bn_ASV_000320	bn_ASV_000846	0.718345	1	120	0.533109	55	22	40	0.55
bn_ASV_000320	bp_ASV_000102	0.631197	1	120	0.526906	50.746269	34	67	0.507462686567164
bn_ASV_000320	bp_ASV_000170	0.710559	1	120	0.575007	57.407407	31	54	0.574074074074074
bn_ASV_000320	bp_ASV_000213	0.635963	1	120	0.538775	51.724138	30	58	0.517241379310345
bn_ASV_000320	bp_ASV_000222	0.609148	1	106	0.393683	51.923077	27	52	0.519230769230769
bn_ASV_000320	bp_ASV_000279	0.688733	3	118	0.548555	55.102041	27	49	0.551020408163265
bn_ASV_000320	bp_ASV_000306	0.640204	1	120	0.49248	52	26	50	0.52
bn_ASV_000320	bp_ASV_000311	0.650489	4	117	0.495406	51.785714	29	56	0.517857142857143
bn_ASV_000320	en_ASV_00406	0.521243	1	107	0.473822	52	26	50	0.52
bn_ASV_000320	en_ASV_00570	0.68327	1	120	0.520412	60	33	55	0.6
bn_ASV_000320	en_ASV_00683	0.732043	1	120	0.561914	59.259259	32	54	0.592592592592593
bn_ASV_000320	en_ASV_00715	0.673006	1	119	0.501222	54.545455	30	55	0.545454545454545
bn_ASV_000320	en_ASV_00848	0.666324	1	119	0.517621	50.943396	27	53	0.509433962264151
bn_ASV_000320	en_ASV_00879	0.681376	1	119	0.544407	56	28	50	0.56
bn_ASV_000320	en_ASV_00954	0.565719	1	119	0.378952	55.102041	27	49	0.551020408163265
bn_ASV_000320	en_ASV_00969	0.694733	1	119	0.527485	57.142857	28	49	0.571428571428571
bn_ASV_000320	en_ASV_01061	0.749441	1	120	0.5283	63.043478	29	46	0.630434782608696
bn_ASV_000320	en_ASV_01063	0.489666	5	116	0.390627	50.819672	31	61	0.508196721311475
bn_ASV_000320	en_ASV_01180	0.571718	1	120	0.541591	55.555556	30	54	0.555555555555556
bn_ASV_000320	ep_ASV_00029	0.594356	3	118	0.322914	53.968254	34	63	0.53968253968254
bn_ASV_000320	ep_ASV_00070	0.532682	1	120	0.443491	56.603774	30	53	0.566037735849057
bn_ASV_000320	ep_ASV_00084	0.567125	1	120	0.506598	55.555556	30	54	0.555555555555556
bn_ASV_000320	ep_ASV_00127	0.574666	1	120	0.441013	50.793651	32	63	0.507936507936508
bn_ASV_000320	ep_ASV_00264	0.56713	1	120	0.337653	52.830189	28	53	0.528301886792453
bn_ASV_000322	bn_ASV_000057	0.554906	1	115	0.331198	53.846154	21	39	0.538461538461538
bn_ASV_000322	bn_ASV_000212	0.546449	1	115	0.293481	52.777778	19	36	0.527777777777778
bn_ASV_000322	bn_ASV_000488	0.628746	10	111	0.433701	56.756757	21	37	0.567567567567568
bn_ASV_000322	en_ASV_00498	0.619276	2	119	0.354559	54.901961	28	51	0.549019607843137
bn_ASV_000329	bn_ASV_000079	0.61571	1	119	0.521821	54.285714	38	70	0.542857142857143
bn_ASV_000329	bn_ASV_000217	0.537331	1	118	0.354873	55.555556	30	54	0.555555555555556
bn_ASV_000329	bn_ASV_000436	0.524588	1	114	0.25108	51.06383	24	47	0.51063829787234
bn_ASV_000329	bp_ASV_000062	0.515384	1	119	0.419901	50.847458	30	59	0.508474576271186
bn_ASV_000331	bn_ASV_000088	0.538632	1	118	0.333595	56.521739	52	92	0.565217391304348
bn_ASV_000331	bn_ASV_000133	0.667245	1	118	0.388663	58.888889	53	90	0.588888888888889
bn_ASV_000331	bn_ASV_000146	0.549227	1	120	0.338015	54.444444	49	90	0.544444444444444
bn_ASV_000331	bn_ASV_000184	0.561934	1	120	0.379521	60	48	80	0.6
bn_ASV_000331	bn_ASV_000193	0.672934	1	120	0.40829	59.42029	41	69	0.594202898550725
bn_ASV_000331	bn_ASV_000298	0.570968	1	118	0.324754	52.380952	33	63	0.523809523809524
bn_ASV_000331	bn_ASV_000302	0.595586	1	119	0.273486	52.307692	34	65	0.523076923076923
bn_ASV_000331	bn_ASV_000457	0.584519	1	120	0.315027	53.225806	33	62	0.532258064516129
bn_ASV_000331	bn_ASV_000607	0.532571	1	118	0.256846	50.769231	33	65	0.507692307692308
bn_ASV_000331	bp_ASV_000080	0.571828	1	120	0.30929	55.555556	50	90	0.555555555555556
bn_ASV_000331	bp_ASV_000088	0.519922	1	107	0.338239	50.561798	45	89	0.50561797752809
bn_ASV_000331	bp_ASV_000102	0.634031	1	120	0.406695	58.441558	45	77	0.584415584415584
bn_ASV_000331	bp_ASV_000146	0.514853	1	120	0.307385	54.166667	52	96	0.541666666666667
bn_ASV_000331	bp_ASV_000213	0.621116	1	120	0.442492	57.971014	40	69	0.579710144927536
bn_ASV_000331	bp_ASV_000222	0.515411	1	120	0.229114	51.515152	34	66	0.515151515151515
bn_ASV_000331	bp_ASV_000244	0.505009	2	116	0.352246	53.521127	38	71	0.535211267605634
bn_ASV_000331	bp_ASV_000279	0.620578	2	119	0.386353	53.968254	34	63	0.53968253968254
bn_ASV_000331	bp_ASV_000311	0.554526	2	119	0.34173	58.208955	39	67	0.582089552238806
bn_ASV_000331	en_ASV_00112	0.58355	1	120	0.226815	61.176471	52	85	0.611764705882353
bn_ASV_000331	en_ASV_00406	0.568678	1	120	0.321959	53.968254	34	63	0.53968253968254
bn_ASV_000331	en_ASV_00547	0.643947	1	117	0.329455	59.74026	46	77	0.597402597402597
bn_ASV_000331	en_ASV_00636	0.591494	1	120	0.301738	60.56338	43	71	0.605633802816901
bn_ASV_000331	en_ASV_00879	0.641183	1	119	0.369871	57.142857	36	63	0.571428571428571
bn_ASV_000331	en_ASV_00954	0.559722	1	119	0.285012	53.968254	34	63	0.53968253968254
bn_ASV_000331	en_ASV_00983	0.591553	1	120	0.362907	59.15493	42	71	0.591549295774648
bn_ASV_000331	en_ASV_01061	0.636857	1	120	0.327601	57.377049	35	61	0.573770491803279
bn_ASV_000331	en_ASV_01063	0.521449	1	120	0.353929	56.944444	41	72	0.569444444444444
bn_ASV_000331	en_ASV_01138	0.552244	5	116	0.283552	53.968254	34	63	0.53968253968254
bn_ASV_000331	en_ASV_01194	0.493763	1	106	0.294607	54.83871	34	62	0.548387096774194
bn_ASV_000331	ep_ASV_00037	0.55241	1	120	0.281767	52.747253	48	91	0.527472527472527
bn_ASV_000333	bn_ASV_000193	0.637344	2	119	0.584607	74.074074	40	54	0.740740740740741
bn_ASV_000333	bn_ASV_000244	0.628828	2	119	0.421377	63.934426	39	61	0.639344262295082
bn_ASV_000333	bn_ASV_000252	0.627206	3	118	0.420751	66.666667	36	54	0.666666666666667
bn_ASV_000333	bn_ASV_000302	0.788393	2	117	0.526922	69.387755	34	49	0.693877551020408
bn_ASV_000333	bn_ASV_000457	0.652584	3	116	0.397605	61.22449	30	49	0.612244897959184
bn_ASV_000333	bn_ASV_000607	0.486792	2	118	0.300705	54.716981	29	53	0.547169811320755
bn_ASV_000333	bp_ASV_000088	0.551734	2	119	0.376799	51.282051	40	78	0.512820512820513
bn_ASV_000333	bp_ASV_000102	0.520228	2	119	0.404661	53.623188	37	69	0.536231884057971
bn_ASV_000333	bp_ASV_000222	0.48654	16	103	0.245744	52.727273	29	55	0.527272727272727
bn_ASV_000333	bp_ASV_000271	0.524308	5	116	0.400779	56.603774	30	53	0.566037735849057
bn_ASV_000333	bp_ASV_000306	0.519399	2	119	0.409293	58.823529	30	51	0.588235294117647
bn_ASV_000333	bp_ASV_000333	0.635719	1	120	0.399631	50.909091	28	55	0.509090909090909
bn_ASV_000333	bp_ASV_000367	0.536203	2	119	0.312664	54.545455	30	55	0.545454545454545
bn_ASV_000333	bp_ASV_000402	0.54975	1	118	0.293445	54.545455	30	55	0.545454545454545
bn_ASV_000333	en_ASV_00406	0.563197	2	117	0.411221	58.823529	30	51	0.588235294117647
bn_ASV_000333	en_ASV_00504	0.506743	2	119	0.313955	52.542373	31	59	0.525423728813559
bn_ASV_000333	en_ASV_00583	0.654661	2	117	0.44403	59.649123	34	57	0.596491228070175
bn_ASV_000333	en_ASV_00804	0.496287	2	117	0.307938	51.851852	28	54	0.518518518518518
bn_ASV_000333	en_ASV_00879	0.563591	2	117	0.435081	59.615385	31	52	0.596153846153846
bn_ASV_000333	en_ASV_00954	0.502214	2	117	0.292606	55.769231	29	52	0.557692307692308
bn_ASV_000333	en_ASV_01073	0.521135	3	116	0.34242	59.259259	32	54	0.592592592592593
bn_ASV_000333	ep_ASV_00301	0.598152	3	118	0.311575	52.727273	29	55	0.527272727272727
bn_ASV_000335	bn_ASV_000432	0.714285	1	118	0.381	61.290323	19	31	0.612903225806452
bn_ASV_000341	bn_ASV_000064	0.50346	1	113	0.398266	55.555556	35	63	0.555555555555556
bn_ASV_000341	bn_ASV_000069	0.605823	12	103	0.482927	55	33	60	0.55
bn_ASV_000341	bn_ASV_000077	0.561889	1	119	0.429133	57.746479	41	71	0.577464788732394
bn_ASV_000341	bn_ASV_000079	0.512753	1	120	0.468912	55.555556	40	72	0.555555555555556
bn_ASV_000341	bn_ASV_000142	0.50995	1	117	0.3953	53.731343	36	67	0.537313432835821
bn_ASV_000341	bn_ASV_000156	0.524949	1	117	0.531748	56.923077	37	65	0.569230769230769
bn_ASV_000341	bn_ASV_000757	0.559598	8	110	0.290235	52.727273	29	55	0.527272727272727
bn_ASV_000341	bp_ASV_000112	0.536717	22	96	0.366822	52.777778	38	72	0.527777777777778
bn_ASV_000341	bp_ASV_000219	0.500585	22	93	0.420081	52.173913	36	69	0.521739130434783
bn_ASV_000341	en_ASV_00059	0.557487	9	105	0.351864	57.377049	35	61	0.573770491803279
bn_ASV_000341	en_ASV_00074	0.567363	1	119	0.450389	53.448276	31	58	0.53448275862069
bn_ASV_000341	en_ASV_00207	0.550853	1	119	0.454488	58.62069	34	58	0.586206896551724
bn_ASV_000341	en_ASV_00815	0.514405	12	108	0.248228	53.333333	32	60	0.533333333333333
bn_ASV_000347	bn_ASV_000037	0.734287	3	118	0.708626	53.947368	41	76	0.539473684210526
bn_ASV_000347	bn_ASV_000039	0.740768	3	118	0.54222	60.294118	41	68	0.602941176470588
bn_ASV_000347	bn_ASV_000059	0.70811	3	118	0.641636	59.42029	41	69	0.594202898550725
bn_ASV_000347	bn_ASV_000073	0.624477	3	118	0.469073	64.516129	40	62	0.645161290322581
bn_ASV_000347	bn_ASV_000078	0.534656	3	118	0.448368	53.246753	41	77	0.532467532467532
bn_ASV_000347	bn_ASV_000080	0.683101	2	119	0.559577	57.971014	40	69	0.579710144927536
bn_ASV_000347	bn_ASV_000102	0.730148	2	119	0.637045	53.246753	41	77	0.532467532467532
bn_ASV_000347	bn_ASV_000107	0.553612	3	106	0.449803	64.516129	40	62	0.645161290322581
bn_ASV_000347	bn_ASV_000113	0.578673	4	117	0.479305	56.140351	32	57	0.56140350877193
bn_ASV_000347	bn_ASV_000124	0.547619	3	118	0.380207	52.631579	40	76	0.526315789473684
bn_ASV_000347	bn_ASV_000170	0.763854	3	118	0.69058	76	38	50	0.76
bn_ASV_000347	bn_ASV_000176	0.654886	1	120	0.531302	58.695652	27	46	0.58695652173913
bn_ASV_000347	bn_ASV_000184	0.681394	5	116	0.55825	56.338028	40	71	0.563380281690141
bn_ASV_000347	bn_ASV_000193	0.765879	3	118	0.658691	75.471698	40	53	0.754716981132076
bn_ASV_000347	bn_ASV_000197	0.609574	5	115	0.487847	56.363636	31	55	0.563636363636364
bn_ASV_000347	bn_ASV_000210	0.793596	2	119	0.697442	77.358491	41	53	0.773584905660377
bn_ASV_000347	bn_ASV_000213	0.698139	3	118	0.637608	71.153846	37	52	0.711538461538462
bn_ASV_000347	bn_ASV_000222	0.733968	3	118	0.656767	72	36	50	0.72
bn_ASV_000347	bn_ASV_000226	0.794577	3	118	0.633496	75.510204	37	49	0.755102040816326
bn_ASV_000347	bn_ASV_000230	0.706626	3	118	0.668839	72.727273	40	55	0.727272727272727
bn_ASV_000347	bn_ASV_000232	0.668154	2	119	0.687884	77.55102	38	49	0.775510204081633
bn_ASV_000347	bn_ASV_000239	0.491516	5	114	0.369988	64.40678	38	59	0.644067796610169
bn_ASV_000347	bn_ASV_000244	0.540148	3	102	0.46742	59.677419	37	62	0.596774193548387
bn_ASV_000347	bn_ASV_000252	0.584306	2	119	0.425828	64.814815	35	54	0.648148148148148
bn_ASV_000347	bn_ASV_000257	0.556	2	119	0.377894	56.862745	29	51	0.568627450980392
bn_ASV_000347	bn_ASV_000268	0.607614	3	118	0.476279	66.666667	32	48	0.666666666666667
bn_ASV_000347	bn_ASV_000271	0.64546	2	119	0.581789	70.588235	36	51	0.705882352941177
bn_ASV_000347	bn_ASV_000279	0.701746	1	120	0.531344	64	32	50	0.64
bn_ASV_000347	bn_ASV_000280	0.614251	2	107	0.527791	67.346939	33	49	0.673469387755102
bn_ASV_000347	bn_ASV_000290	0.693332	2	119	0.617597	70.212766	33	47	0.702127659574468
bn_ASV_000347	bn_ASV_000294	0.585235	4	117	0.534993	61.702128	29	47	0.617021276595745
bn_ASV_000347	bn_ASV_000302	0.680982	3	117	0.509657	67.346939	33	49	0.673469387755102
bn_ASV_000347	bn_ASV_000304	0.65604	3	118	0.604353	62.962963	34	54	0.62962962962963
bn_ASV_000347	bn_ASV_000306	0.696061	2	119	0.574235	68.75	33	48	0.6875
bn_ASV_000347	bn_ASV_000308	0.769962	2	117	0.629397	68.518519	37	54	0.685185185185185
bn_ASV_000347	bn_ASV_000311	0.592851	3	118	0.422069	54.716981	29	53	0.547169811320755
bn_ASV_000347	bn_ASV_000314	0.703011	3	118	0.60338	73.076923	38	52	0.730769230769231
bn_ASV_000347	bn_ASV_000320	0.65337	2	119	0.550102	62.5	30	48	0.625
bn_ASV_000347	bn_ASV_000333	0.578134	3	118	0.452481	66	33	50	0.66
bn_ASV_000347	bn_ASV_000348	0.755898	2	119	0.615036	69.230769	36	52	0.692307692307692
bn_ASV_000347	bn_ASV_000361	0.564608	5	114	0.479412	62.962963	34	54	0.62962962962963
bn_ASV_000347	bn_ASV_000367	0.721974	3	118	0.668673	78.723404	37	47	0.787234042553192
bn_ASV_000347	bn_ASV_000378	0.701632	2	119	0.627288	73.469388	36	49	0.73469387755102
bn_ASV_000347	bn_ASV_000398	0.73897	5	116	0.660782	80.851064	38	47	0.808510638297872
bn_ASV_000347	bn_ASV_000402	0.68841	3	117	0.504401	71.73913	33	46	0.717391304347826
bn_ASV_000347	bn_ASV_000411	0.578852	3	116	0.390321	61.22449	30	49	0.612244897959184
bn_ASV_000347	bn_ASV_000431	0.582525	1	108	0.510682	64	32	50	0.64
bn_ASV_000347	bn_ASV_000437	0.709294	2	119	0.630836	69.767442	30	43	0.697674418604651
bn_ASV_000347	bn_ASV_000457	0.720481	2	119	0.635699	69.565217	32	46	0.695652173913043
bn_ASV_000347	bn_ASV_000458	0.634724	2	119	0.451625	59.574468	28	47	0.595744680851064
bn_ASV_000347	bn_ASV_000462	0.711538	3	118	0.562775	68.085106	32	47	0.680851063829787
bn_ASV_000347	bn_ASV_000470	0.503458	3	116	0.372264	55.932203	33	59	0.559322033898305
bn_ASV_000347	bn_ASV_000476	0.687428	1	120	0.526876	72.093023	31	43	0.720930232558139
bn_ASV_000347	bn_ASV_000479	0.676777	2	119	0.53513	67.44186	29	43	0.674418604651163
bn_ASV_000347	bn_ASV_000484	0.497391	3	117	0.409814	58.823529	30	51	0.588235294117647
bn_ASV_000347	bn_ASV_000498	0.628412	14	107	0.51202	66.666667	28	42	0.666666666666667
bn_ASV_000347	bn_ASV_000510	0.543046	2	107	0.433508	54.166667	26	48	0.541666666666667
bn_ASV_000347	bn_ASV_000511	0.619418	1	120	0.486536	64.705882	33	51	0.647058823529412
bn_ASV_000347	bn_ASV_000525	0.645105	2	118	0.466455	52.272727	23	44	0.522727272727273
bn_ASV_000347	bn_ASV_000528	0.743965	2	119	0.546573	68.888889	31	45	0.688888888888889
bn_ASV_000347	bn_ASV_000596	0.72892	2	118	0.511555	67.44186	29	43	0.674418604651163
bn_ASV_000347	bn_ASV_000599	0.644413	3	117	0.506228	64.583333	31	48	0.645833333333333
bn_ASV_000347	bn_ASV_000607	0.520087	4	102	0.356598	52.830189	28	53	0.528301886792453
bn_ASV_000347	bn_ASV_000652	0.648048	1	119	0.602448	67.44186	29	43	0.674418604651163
bn_ASV_000347	bn_ASV_000692	0.595184	2	119	0.402614	54.545455	24	44	0.545454545454545
bn_ASV_000347	bn_ASV_000717	0.764013	2	118	0.677886	78.571429	33	42	0.785714285714286
bn_ASV_000347	bn_ASV_000720	0.664204	1	120	0.531	69.047619	29	42	0.69047619047619
bn_ASV_000347	bn_ASV_000814	0.654474	2	119	0.498509	63.636364	28	44	0.636363636363636
bn_ASV_000347	bn_ASV_000832	0.66277	4	117	0.391154	51.111111	23	45	0.511111111111111
bn_ASV_000347	bn_ASV_000846	0.683812	4	117	0.497468	57.142857	24	42	0.571428571428571
bn_ASV_000347	bp_ASV_000037	0.671977	3	118	0.339575	54.054054	40	74	0.540540540540541
bn_ASV_000347	bp_ASV_000039	0.692064	3	118	0.551805	60.294118	41	68	0.602941176470588
bn_ASV_000347	bp_ASV_000059	0.700216	3	118	0.612208	58.571429	41	70	0.585714285714286
bn_ASV_000347	bp_ASV_000073	0.677837	3	118	0.523703	62.5	40	64	0.625
bn_ASV_000347	bp_ASV_000102	0.605195	3	118	0.504817	52.173913	36	69	0.521739130434783
bn_ASV_000347	bp_ASV_000113	0.505535	4	117	0.390966	50.847458	30	59	0.508474576271186
bn_ASV_000347	bp_ASV_000135	0.570161	4	117	0.464802	58.181818	32	55	0.581818181818182
bn_ASV_000347	bp_ASV_000170	0.689894	3	118	0.57239	67.924528	36	53	0.679245283018868
bn_ASV_000347	bp_ASV_000193	0.681895	3	118	0.520776	64.912281	37	57	0.649122807017544
bn_ASV_000347	bp_ASV_000210	0.656238	3	118	0.441656	61.666667	37	60	0.616666666666667
bn_ASV_000347	bp_ASV_000213	0.625995	3	118	0.584628	64.285714	36	56	0.642857142857143
bn_ASV_000347	bp_ASV_000222	0.646994	4	117	0.390653	59.615385	31	52	0.596153846153846
bn_ASV_000347	bp_ASV_000230	0.5868	3	118	0.417353	59.677419	37	62	0.596774193548387
bn_ASV_000347	bp_ASV_000232	0.600752	3	118	0.408059	64.814815	35	54	0.648148148148148
bn_ASV_000347	bp_ASV_000244	0.52915	4	101	0.468345	55.932203	33	59	0.559322033898305
bn_ASV_000347	bp_ASV_000271	0.540148	4	117	0.496847	57.692308	30	52	0.576923076923077
bn_ASV_000347	bp_ASV_000279	0.665475	3	118	0.494718	60	30	50	0.6
bn_ASV_000347	bp_ASV_000290	0.61327	3	118	0.539659	65.384615	34	52	0.653846153846154
bn_ASV_000347	bp_ASV_000304	0.544512	3	118	0.445382	55.932203	33	59	0.559322033898305
bn_ASV_000347	bp_ASV_000306	0.568563	3	118	0.488341	56.862745	29	51	0.568627450980392
bn_ASV_000347	bp_ASV_000311	0.574033	4	117	0.417215	53.448276	31	58	0.53448275862069
bn_ASV_000347	bp_ASV_000319	0.628267	4	117	0.41042	56	28	50	0.56
bn_ASV_000347	bp_ASV_000334	0.518837	5	116	0.408916	55	33	60	0.55
bn_ASV_000347	bp_ASV_000348	0.6027	3	118	0.450328	52.631579	30	57	0.526315789473684
bn_ASV_000347	bp_ASV_000367	0.608356	3	118	0.515537	61.538462	32	52	0.615384615384615
bn_ASV_000347	bp_ASV_000402	0.668267	4	117	0.470248	58.490566	31	53	0.584905660377358
bn_ASV_000347	bp_ASV_000415	0.551738	4	117	0.35002	54	27	50	0.54
bn_ASV_000347	bp_ASV_000457	0.620031	3	118	0.46591	57.142857	28	49	0.571428571428571
bn_ASV_000347	bp_ASV_000462	0.525662	3	104	0.427127	50.943396	27	53	0.509433962264151
bn_ASV_000347	bp_ASV_000599	0.655689	3	118	0.490324	63.829787	30	47	0.638297872340426
bn_ASV_000347	en_ASV_00016	0.651967	3	118	0.438975	62.5	40	64	0.625
bn_ASV_000347	en_ASV_00053	0.621131	3	118	0.510688	53.424658	39	73	0.534246575342466
bn_ASV_000347	en_ASV_00092	0.701916	3	118	0.507313	59.42029	41	69	0.594202898550725
bn_ASV_000347	en_ASV_00109	0.661906	3	118	0.572989	51.898734	41	79	0.518987341772152
bn_ASV_000347	en_ASV_00140	0.626941	3	106	0.560315	72.222222	39	54	0.722222222222222
bn_ASV_000347	en_ASV_00366	0.53442	6	115	0.391884	52.459016	32	61	0.524590163934426
bn_ASV_000347	en_ASV_00406	0.676405	3	118	0.500026	60	30	50	0.6
bn_ASV_000347	en_ASV_00570	0.641567	3	118	0.47592	61.403509	35	57	0.614035087719298
bn_ASV_000347	en_ASV_00583	0.629708	3	117	0.513312	63.636364	35	55	0.636363636363636
bn_ASV_000347	en_ASV_00636	0.609786	3	118	0.46627	59.016393	36	61	0.590163934426229
bn_ASV_000347	en_ASV_00672	0.591775	5	115	0.364968	55.172414	32	58	0.551724137931034
bn_ASV_000347	en_ASV_00683	0.614774	3	118	0.404401	57.894737	33	57	0.578947368421053
bn_ASV_000347	en_ASV_00696	0.584498	3	118	0.509299	64.285714	36	56	0.642857142857143
bn_ASV_000347	en_ASV_00715	0.665744	3	117	0.55254	67.924528	36	53	0.679245283018868
bn_ASV_000347	en_ASV_00766	0.634828	3	117	0.490295	58.064516	36	62	0.580645161290323
bn_ASV_000347	en_ASV_00879	0.659888	3	117	0.508705	60.784314	31	51	0.607843137254902
bn_ASV_000347	en_ASV_00954	0.53315	3	117	0.338759	50.943396	27	53	0.509433962264151
bn_ASV_000347	en_ASV_00969	0.542777	4	116	0.407388	55.769231	29	52	0.557692307692308
