Source	Target	LS	Xs	Len	MutualInformation	percentage_co_occurrence	intersection	union	J
ep_ASV_00212	ep_ASV_00337	0.55072	1	119	0.322104	51.5625	33	64	0.515625
ep_ASV_00213	bn_ASV_000088	0.630183	1	120	0.494561	59.139785	55	93	0.591397849462366
ep_ASV_00213	bn_ASV_000102	0.521858	1	120	0.465167	51.086957	47	92	0.510869565217391
ep_ASV_00213	bn_ASV_000133	0.484054	1	120	0.498788	54.736842	52	95	0.547368421052632
ep_ASV_00213	bn_ASV_000193	0.557796	1	120	0.591795	56.164384	41	73	0.561643835616438
ep_ASV_00213	bn_ASV_000213	0.57339	1	120	0.524456	50.684932	37	73	0.506849315068493
ep_ASV_00213	bn_ASV_000226	0.543784	1	120	0.554982	52.857143	37	70	0.528571428571429
ep_ASV_00213	bn_ASV_000244	0.567521	1	120	0.425896	60	45	75	0.6
ep_ASV_00213	bn_ASV_000252	0.633624	1	120	0.459213	57.142857	40	70	0.571428571428571
ep_ASV_00213	bn_ASV_000331	0.485569	1	120	0.305353	53.846154	42	78	0.538461538461538
ep_ASV_00213	bn_ASV_000361	0.508589	1	120	0.412765	53.521127	38	71	0.535211267605634
ep_ASV_00213	bp_ASV_000026	0.490044	2	119	0.282548	54.054054	60	111	0.540540540540541
ep_ASV_00213	bp_ASV_000059	0.549444	1	120	0.501927	62.962963	51	81	0.62962962962963
ep_ASV_00213	bp_ASV_000080	0.517363	5	116	0.388221	56.521739	52	92	0.565217391304348
ep_ASV_00213	bp_ASV_000088	0.565805	1	120	0.510366	58.62069	51	87	0.586206896551724
ep_ASV_00213	bp_ASV_000102	0.654856	1	120	0.607767	63.636364	49	77	0.636363636363636
ep_ASV_00213	bp_ASV_000146	0.584434	1	120	0.456342	56.701031	55	97	0.56701030927835
ep_ASV_00213	bp_ASV_000213	0.61706	1	120	0.577289	61.428571	43	70	0.614285714285714
ep_ASV_00213	bp_ASV_000222	0.571082	1	120	0.366412	52.941176	36	68	0.529411764705882
ep_ASV_00213	bp_ASV_000244	0.539404	5	116	0.480165	61.428571	43	70	0.614285714285714
ep_ASV_00213	bp_ASV_000279	0.557498	2	119	0.525622	50.746269	34	67	0.507462686567164
ep_ASV_00213	bp_ASV_000306	0.527551	1	120	0.533998	50.746269	34	67	0.507462686567164
ep_ASV_00213	bp_ASV_000311	0.53799	5	116	0.466928	57.142857	40	70	0.571428571428571
ep_ASV_00213	en_ASV_00053	0.589709	1	120	0.493692	58.333333	49	84	0.583333333333333
ep_ASV_00213	en_ASV_00206	0.538678	1	120	0.390337	54.444444	49	90	0.544444444444444
ep_ASV_00213	en_ASV_00472	0.512013	1	120	0.410017	56.179775	50	89	0.561797752808989
ep_ASV_00213	en_ASV_00547	0.527144	1	120	0.458979	56.790123	46	81	0.567901234567901
ep_ASV_00213	en_ASV_00636	0.489533	1	120	0.39214	55.263158	42	76	0.552631578947368
ep_ASV_00213	ep_ASV_00018	0.587146	1	120	0.557637	61.038961	47	77	0.61038961038961
ep_ASV_00213	ep_ASV_00037	0.668927	1	120	0.600863	66.27907	57	86	0.662790697674419
ep_ASV_00213	ep_ASV_00232	0.53374	1	120	0.359905	51.470588	35	68	0.514705882352941
ep_ASV_00213	ep_ASV_00243	0.529763	5	116	0.450765	51.351351	38	74	0.513513513513513
ep_ASV_00213	ep_ASV_00246	0.567646	1	120	0.542935	56.716418	38	67	0.567164179104478
ep_ASV_00213	ep_ASV_00301	0.55292	1	120	0.381715	55.223881	37	67	0.552238805970149
ep_ASV_00213	ep_ASV_00350	0.579571	2	119	0.33555	56.521739	39	69	0.565217391304348
ep_ASV_00213	ep_ASV_00357	0.556022	1	120	0.613055	64.788732	46	71	0.647887323943662
ep_ASV_00213	ep_ASV_00363	0.570359	1	120	0.323554	56.338028	40	71	0.563380281690141
ep_ASV_00213	ep_ASV_00460	0.607369	1	120	0.546513	61.971831	44	71	0.619718309859155
ep_ASV_00213	ep_ASV_00480	0.595217	3	118	0.496377	58.208955	39	67	0.582089552238806
ep_ASV_00213	ep_ASV_00516	0.506555	8	113	0.330599	52.777778	38	72	0.527777777777778
ep_ASV_00215	bn_ASV_000037	0.490905	1	120	0.400536	62.5	55	88	0.625
ep_ASV_00215	bn_ASV_000073	0.553014	1	120	0.357234	58.024691	47	81	0.580246913580247
ep_ASV_00215	bn_ASV_000088	0.504374	1	120	0.363143	56.122449	55	98	0.561224489795918
ep_ASV_00215	bn_ASV_000102	0.498261	1	120	0.468164	58.241758	53	91	0.582417582417582
ep_ASV_00215	bn_ASV_000107	0.532887	1	120	0.358129	60	48	80	0.6
ep_ASV_00215	bn_ASV_000193	0.537388	1	120	0.504078	58.666667	44	75	0.586666666666667
ep_ASV_00215	bn_ASV_000213	0.513316	1	120	0.454216	51.315789	39	76	0.513157894736842
ep_ASV_00215	bn_ASV_000226	0.518305	5	116	0.397059	53.424658	39	73	0.534246575342466
ep_ASV_00215	bn_ASV_000244	0.492041	5	116	0.375151	52.439024	43	82	0.524390243902439
ep_ASV_00215	bn_ASV_000252	0.492589	1	120	0.31086	53.333333	40	75	0.533333333333333
ep_ASV_00215	bn_ASV_000257	0.551045	1	120	0.417953	51.428571	36	70	0.514285714285714
ep_ASV_00215	bn_ASV_000308	0.514317	1	120	0.444603	56	42	75	0.56
ep_ASV_00215	bn_ASV_000361	0.555311	3	118	0.41894	56.164384	41	73	0.561643835616438
ep_ASV_00215	bn_ASV_000511	0.540327	5	116	0.406165	50.684932	37	73	0.506849315068493
ep_ASV_00215	bp_ASV_000059	0.503403	6	115	0.385851	63.095238	53	84	0.630952380952381
ep_ASV_00215	bp_ASV_000088	0.58851	1	120	0.461369	58.888889	53	90	0.588888888888889
ep_ASV_00215	bp_ASV_000102	0.61501	1	120	0.478946	65.822785	52	79	0.658227848101266
ep_ASV_00215	bp_ASV_000113	0.584841	5	116	0.389575	59.722222	43	72	0.597222222222222
ep_ASV_00215	bp_ASV_000146	0.506117	1	120	0.41206	57	57	100	0.57
ep_ASV_00215	bp_ASV_000170	0.652314	1	120	0.501696	59.722222	43	72	0.597222222222222
ep_ASV_00215	bp_ASV_000213	0.602774	5	116	0.492979	55.263158	42	76	0.552631578947368
ep_ASV_00215	bp_ASV_000222	0.56767	5	116	0.327956	51.388889	37	72	0.513888888888889
ep_ASV_00215	bp_ASV_000230	0.507398	1	120	0.348922	54.320988	44	81	0.54320987654321
ep_ASV_00215	bp_ASV_000244	0.575311	5	116	0.445019	53.246753	41	77	0.532467532467532
ep_ASV_00215	bp_ASV_000271	0.573854	13	108	0.489091	52.112676	37	71	0.52112676056338
ep_ASV_00215	bp_ASV_000306	0.556324	1	120	0.525631	51.428571	36	70	0.514285714285714
ep_ASV_00215	bp_ASV_000308	0.535914	5	116	0.257438	56.756757	42	74	0.567567567567568
ep_ASV_00215	bp_ASV_000311	0.57314	5	116	0.425424	53.333333	40	75	0.533333333333333
ep_ASV_00215	bp_ASV_000348	0.508116	5	116	0.41362	50.666667	38	75	0.506666666666667
ep_ASV_00215	bp_ASV_000398	0.536775	1	120	0.288001	52.702703	39	74	0.527027027027027
ep_ASV_00215	en_ASV_00053	0.575865	5	116	0.41712	62.352941	53	85	0.623529411764706
ep_ASV_00215	en_ASV_00092	0.49849	3	118	0.287224	61.904762	52	84	0.619047619047619
ep_ASV_00215	en_ASV_00472	0.563144	1	120	0.370494	58.241758	53	91	0.582417582417582
ep_ASV_00215	en_ASV_00547	0.557405	3	118	0.406927	59.036145	49	83	0.590361445783133
ep_ASV_00215	en_ASV_00683	0.595927	3	118	0.39097	52.631579	40	76	0.526315789473684
ep_ASV_00215	en_ASV_00715	0.515349	1	118	0.39679	51.315789	39	76	0.513157894736842
ep_ASV_00215	en_ASV_00983	0.5423	3	118	0.460777	54.43038	43	79	0.544303797468354
ep_ASV_00215	ep_ASV_00018	0.581843	3	118	0.483863	67.532468	52	77	0.675324675324675
ep_ASV_00215	ep_ASV_00029	0.503271	3	118	0.279562	58.75	47	80	0.5875
ep_ASV_00215	ep_ASV_00037	0.645807	3	118	0.511463	70.114943	61	87	0.701149425287356
ep_ASV_00215	ep_ASV_00070	0.515461	1	120	0.363595	56.944444	41	72	0.569444444444444
ep_ASV_00215	ep_ASV_00127	0.617947	1	120	0.437128	68.918919	51	74	0.689189189189189
ep_ASV_00215	ep_ASV_00213	0.550087	1	120	0.458022	61.25	49	80	0.6125
ep_ASV_00215	ep_ASV_00216	0.4961	1	120	0.267281	51.351351	38	74	0.513513513513513
ep_ASV_00215	ep_ASV_00243	0.575581	1	120	0.390986	56	42	75	0.56
ep_ASV_00215	ep_ASV_00246	0.642401	1	120	0.488892	57.142857	40	70	0.571428571428571
ep_ASV_00215	ep_ASV_00264	0.48902	1	120	0.271308	52.054795	38	73	0.520547945205479
ep_ASV_00215	ep_ASV_00323	0.632535	1	120	0.366441	60.273973	44	73	0.602739726027397
ep_ASV_00215	ep_ASV_00350	0.521468	4	117	0.307808	56.944444	41	72	0.569444444444444
ep_ASV_00215	ep_ASV_00357	0.48945	1	116	0.487323	56.410256	44	78	0.564102564102564
ep_ASV_00215	ep_ASV_00460	0.570331	1	120	0.465264	62.162162	46	74	0.621621621621622
ep_ASV_00216	bn_ASV_000107	0.569945	5	116	0.235997	51.428571	36	70	0.514285714285714
ep_ASV_00216	bn_ASV_000193	0.529812	1	120	0.312012	51.5625	33	64	0.515625
ep_ASV_00216	bn_ASV_000226	0.519555	5	116	0.346266	52.542373	31	59	0.525423728813559
ep_ASV_00216	bn_ASV_000252	0.510126	1	120	0.229713	55	33	60	0.55
ep_ASV_00216	bn_ASV_000257	0.610104	1	120	0.291654	55.555556	30	54	0.555555555555556
ep_ASV_00216	bn_ASV_000331	0.532374	5	116	0.263743	56.060606	37	66	0.560606060606061
ep_ASV_00216	bn_ASV_000361	0.488681	4	117	0.242662	53.333333	32	60	0.533333333333333
ep_ASV_00216	bp_ASV_000102	0.488569	5	116	0.287989	51.388889	37	72	0.513888888888889
ep_ASV_00216	bp_ASV_000113	0.539358	1	120	0.260681	55	33	60	0.55
ep_ASV_00216	bp_ASV_000213	0.5123	5	116	0.288503	52.380952	33	63	0.523809523809524
ep_ASV_00216	bp_ASV_000244	0.541967	5	112	0.298142	54.83871	34	62	0.548387096774194
ep_ASV_00216	bp_ASV_000311	0.574963	5	116	0.339427	57.627119	34	59	0.576271186440678
ep_ASV_00216	bp_ASV_000319	0.62077	1	120	0.331391	57.692308	30	52	0.576923076923077
ep_ASV_00216	bp_ASV_000402	0.536446	5	116	0.264245	51.724138	30	58	0.517241379310345
ep_ASV_00216	bp_ASV_000406	0.493355	1	120	0.247843	50.909091	28	55	0.509090909090909
ep_ASV_00216	en_ASV_00053	0.533426	5	116	0.308306	50.649351	39	77	0.506493506493506
ep_ASV_00216	en_ASV_00636	0.529171	5	116	0.252788	53.030303	35	66	0.53030303030303
ep_ASV_00216	en_ASV_00683	0.541817	4	117	0.255654	51.612903	32	62	0.516129032258065
ep_ASV_00216	en_ASV_00879	0.551222	5	115	0.264138	50.877193	29	57	0.508771929824561
ep_ASV_00216	en_ASV_00969	0.48914	1	119	0.23419	51.785714	29	56	0.517857142857143
ep_ASV_00216	en_ASV_00983	0.495632	4	117	0.289967	53.846154	35	65	0.538461538461538
ep_ASV_00216	en_ASV_01138	0.707415	1	120	0.319834	58.490566	31	53	0.584905660377358
ep_ASV_00216	ep_ASV_00037	0.593796	4	117	0.356474	51.807229	43	83	0.518072289156627
ep_ASV_00216	ep_ASV_00070	0.609972	1	120	0.302736	56.896552	33	58	0.568965517241379
ep_ASV_00216	ep_ASV_00127	0.590782	1	120	0.303625	56.060606	37	66	0.560606060606061
ep_ASV_00216	ep_ASV_00213	0.486414	1	120	0.340271	57.352941	39	68	0.573529411764706
ep_ASV_00216	ep_ASV_00243	0.54272	1	120	0.28406	53.225806	33	62	0.532258064516129
ep_ASV_00216	ep_ASV_00246	0.60222	1	120	0.314034	60	33	55	0.6
ep_ASV_00216	ep_ASV_00460	0.516542	1	120	0.272992	55.555556	35	63	0.555555555555556
ep_ASV_00225	ep_ASV_00158	0.517735	2	117	0.190565	50.746269	34	67	0.507462686567164
ep_ASV_00229	ep_ASV_00185	0.485739	3	114	0.26391	52.380952	33	63	0.523809523809524
ep_ASV_00231	ep_ASV_00033	0.490857	1	117	0.291986	65.263158	62	95	0.652631578947368
ep_ASV_00231	ep_ASV_00225	0.499965	7	113	0.215735	52	39	75	0.52
ep_ASV_00232	ep_ASV_00301	0.510172	1	120	0.324309	53.703704	29	54	0.537037037037037
ep_ASV_00243	bp_ASV_000080	0.539529	3	118	0.491728	51.724138	45	87	0.517241379310345
ep_ASV_00243	bp_ASV_000222	0.54306	1	120	0.316734	50.819672	31	61	0.508196721311475
ep_ASV_00243	bp_ASV_000244	0.512819	3	114	0.41907	50.746269	34	67	0.507462686567164
ep_ASV_00243	bp_ASV_000311	0.546057	3	118	0.375257	50.769231	33	65	0.507692307692308
ep_ASV_00243	bp_ASV_000393	0.656328	2	119	0.501405	50.877193	29	57	0.508771929824561
ep_ASV_00243	ep_ASV_00037	0.60513	5	116	0.421411	54.117647	46	85	0.541176470588235
ep_ASV_00246	bn_ASV_000193	0.666337	1	120	0.668714	66.666667	38	57	0.666666666666667
ep_ASV_00246	bn_ASV_000213	0.64902	1	120	0.549629	62.5	35	56	0.625
ep_ASV_00246	bn_ASV_000244	0.649425	1	120	0.502931	62.903226	39	62	0.629032258064516
ep_ASV_00246	bn_ASV_000252	0.628303	1	120	0.518292	68.518519	37	54	0.685185185185185
ep_ASV_00246	bn_ASV_000257	0.644163	1	120	0.499593	60.784314	31	51	0.607843137254902
ep_ASV_00246	bn_ASV_000298	0.541307	1	120	0.408375	55.769231	29	52	0.557692307692308
ep_ASV_00246	bn_ASV_000302	0.593083	1	118	0.47683	61.538462	32	52	0.615384615384615
ep_ASV_00246	bn_ASV_000398	0.566686	1	120	0.499898	64.150943	34	53	0.641509433962264
ep_ASV_00246	bn_ASV_000411	0.489678	15	105	0.348657	52.830189	28	53	0.528301886792453
ep_ASV_00246	bn_ASV_000457	0.657912	1	120	0.597458	66.666667	32	48	0.666666666666667
ep_ASV_00246	bn_ASV_000479	0.617621	1	120	0.448691	54.166667	26	48	0.541666666666667
ep_ASV_00246	bn_ASV_000607	0.680292	1	119	0.446974	59.615385	31	52	0.596153846153846
ep_ASV_00246	bn_ASV_000720	0.58611	2	119	0.456113	52.083333	25	48	0.520833333333333
ep_ASV_00246	bn_ASV_000832	0.573918	1	120	0.371333	52.173913	24	46	0.521739130434783
ep_ASV_00246	bp_ASV_000088	0.634682	1	120	0.6444	52.564103	41	78	0.525641025641026
ep_ASV_00246	bp_ASV_000102	0.690028	1	120	0.649261	57.352941	39	68	0.573529411764706
ep_ASV_00246	bp_ASV_000213	0.764953	1	120	0.718215	74.074074	40	54	0.740740740740741
ep_ASV_00246	bp_ASV_000222	0.791731	1	120	0.500557	70	35	50	0.7
ep_ASV_00246	bp_ASV_000230	0.600772	1	118	0.44762	57.8125	37	64	0.578125
ep_ASV_00246	bp_ASV_000244	0.624062	4	117	0.529661	62.068966	36	58	0.620689655172414
ep_ASV_00246	bp_ASV_000257	0.715645	1	120	0.535319	61.22449	30	49	0.612244897959184
ep_ASV_00246	bp_ASV_000271	0.689108	1	120	0.648762	71.428571	35	49	0.714285714285714
ep_ASV_00246	bp_ASV_000279	0.754642	3	118	0.611935	67.346939	33	49	0.673469387755102
ep_ASV_00246	bp_ASV_000306	0.731681	1	120	0.690836	74.468085	35	47	0.74468085106383
ep_ASV_00246	bp_ASV_000311	0.644368	4	117	0.544118	56.896552	33	58	0.568965517241379
ep_ASV_00246	bp_ASV_000319	0.797955	1	120	0.674987	73.913043	34	46	0.739130434782609
ep_ASV_00246	bp_ASV_000333	0.542957	4	117	0.51037	52.727273	29	55	0.527272727272727
ep_ASV_00246	bp_ASV_000367	0.639669	1	120	0.514721	65.384615	34	52	0.653846153846154
ep_ASV_00246	bp_ASV_000402	0.705632	4	117	0.508051	65.384615	34	52	0.653846153846154
ep_ASV_00246	bp_ASV_000406	0.607418	1	120	0.462083	55.769231	29	52	0.557692307692308
ep_ASV_00246	bp_ASV_000415	0.65945	1	120	0.508239	68.085106	32	47	0.680851063829787
ep_ASV_00246	bp_ASV_000457	0.665811	3	118	0.598951	68.085106	32	47	0.680851063829787
ep_ASV_00246	bp_ASV_000462	0.599048	3	118	0.575302	64	32	50	0.64
ep_ASV_00246	bp_ASV_000511	0.614222	1	120	0.479241	52.830189	28	53	0.528301886792453
ep_ASV_00246	en_ASV_00016	0.526526	1	118	0.348837	58.208955	39	67	0.582089552238806
ep_ASV_00246	en_ASV_00406	0.592111	1	120	0.519607	60.784314	31	51	0.607843137254902
ep_ASV_00246	en_ASV_00636	0.591527	1	120	0.535192	59.677419	37	62	0.596774193548387
ep_ASV_00246	en_ASV_00804	0.552483	1	118	0.458	56.603774	30	53	0.566037735849057
ep_ASV_00246	en_ASV_00879	0.783024	1	118	0.607787	68	34	50	0.68
ep_ASV_00246	en_ASV_00983	0.69961	3	118	0.573907	66.101695	39	59	0.661016949152542
ep_ASV_00246	en_ASV_01061	0.651523	1	120	0.406462	55.769231	29	52	0.557692307692308
ep_ASV_00246	en_ASV_01073	0.572924	1	118	0.412916	58.181818	32	55	0.581818181818182
ep_ASV_00246	en_ASV_01138	0.590806	1	120	0.402796	57.692308	30	52	0.576923076923077
ep_ASV_00246	ep_ASV_00018	0.772247	1	120	0.684402	61.538462	40	65	0.615384615384615
ep_ASV_00246	ep_ASV_00032	0.488206	1	111	0.369364	53.623188	37	69	0.536231884057971
ep_ASV_00246	ep_ASV_00037	0.738443	3	118	0.638128	51.219512	42	82	0.51219512195122
ep_ASV_00246	ep_ASV_00162	0.552303	1	118	0.385207	53.846154	28	52	0.538461538461538
ep_ASV_00246	ep_ASV_00301	0.595495	1	120	0.420884	60.377358	32	53	0.60377358490566
ep_ASV_00246	ep_ASV_00350	0.606961	5	116	0.401039	64.814815	35	54	0.648148148148148
ep_ASV_00246	ep_ASV_00363	0.53411	1	120	0.345572	53.333333	32	60	0.533333333333333
ep_ASV_00246	ep_ASV_00364	0.507715	1	120	0.476226	58.490566	31	53	0.584905660377358
ep_ASV_00246	ep_ASV_00379	0.536502	1	120	0.431826	53.225806	33	62	0.532258064516129
ep_ASV_00246	ep_ASV_00401	0.584557	1	120	0.449616	53.571429	30	56	0.535714285714286
ep_ASV_00260	bn_ASV_000156	0.530852	1	120	0.379527	53.731343	36	67	0.537313432835821
ep_ASV_00260	bp_ASV_000063	0.526461	1	120	0.416135	61.764706	42	68	0.617647058823529
ep_ASV_00260	bp_ASV_000156	0.566855	1	120	0.456087	57.575758	38	66	0.575757575757576
ep_ASV_00260	bp_ASV_000219	0.520146	1	117	0.409145	55.882353	38	68	0.558823529411765
ep_ASV_00260	en_ASV_00059	0.593377	1	117	0.382673	56.451613	35	62	0.564516129032258
ep_ASV_00260	en_ASV_00327	0.506896	1	120	0.234151	50.793651	32	63	0.507936507936508
ep_ASV_00260	ep_ASV_00058	0.519485	1	120	0.296163	52.380952	33	63	0.523809523809524
ep_ASV_00260	ep_ASV_00158	0.697239	1	120	0.505761	65.517241	38	58	0.655172413793103
ep_ASV_00260	ep_ASV_00164	0.588705	1	117	0.413999	58.490566	31	53	0.584905660377358
ep_ASV_00260	ep_ASV_00284	0.541038	1	120	0.366285	52.727273	29	55	0.527272727272727
ep_ASV_00260	ep_ASV_00288	0.672697	1	117	0.534636	71.428571	40	56	0.714285714285714
ep_ASV_00260	ep_ASV_00306	0.60138	1	120	0.449974	54.385965	31	57	0.543859649122807
ep_ASV_00260	ep_ASV_00343	0.483745	1	118	0.283538	50.793651	32	63	0.507936507936508
ep_ASV_00264	bn_ASV_000107	0.626516	1	120	0.31029	59.090909	39	66	0.590909090909091
ep_ASV_00264	bn_ASV_000193	0.640359	1	120	0.392769	57.377049	35	61	0.573770491803279
ep_ASV_00264	bn_ASV_000213	0.612127	1	120	0.34616	55.932203	33	59	0.559322033898305
ep_ASV_00264	bn_ASV_000226	0.620527	1	107	0.316579	56.140351	32	57	0.56140350877193
ep_ASV_00264	bn_ASV_000230	0.501384	1	107	0.362172	53.125	34	64	0.53125
ep_ASV_00264	bn_ASV_000244	0.551537	1	118	0.278468	52.238806	35	67	0.522388059701492
ep_ASV_00264	bn_ASV_000252	0.534903	1	118	0.23877	53.333333	32	60	0.533333333333333
ep_ASV_00264	bn_ASV_000257	0.558739	1	107	0.292096	50.909091	28	55	0.509090909090909
ep_ASV_00264	bn_ASV_000280	0.55816	1	120	0.346478	54.545455	30	55	0.545454545454545
ep_ASV_00264	bn_ASV_000302	0.53592	1	119	0.32772	51.785714	29	56	0.517857142857143
ep_ASV_00264	bn_ASV_000361	0.503616	1	118	0.321576	54.237288	32	59	0.542372881355932
ep_ASV_00264	bn_ASV_000398	0.549993	1	120	0.377382	60	33	55	0.6
ep_ASV_00264	bn_ASV_000457	0.567334	1	108	0.31448	52.830189	28	53	0.528301886792453
ep_ASV_00264	bn_ASV_000476	0.545367	2	119	0.238802	50.980392	26	51	0.509803921568627
ep_ASV_00264	bn_ASV_000720	0.554439	2	119	0.293198	51.020408	25	49	0.510204081632653
ep_ASV_00264	bp_ASV_000059	0.567359	1	120	0.361543	56.164384	41	73	0.561643835616438
ep_ASV_00264	bp_ASV_000088	0.60195	1	116	0.417573	55.844156	43	77	0.558441558441558
ep_ASV_00264	bp_ASV_000102	0.652819	1	120	0.41315	56.521739	39	69	0.565217391304348
ep_ASV_00264	bp_ASV_000213	0.626048	1	120	0.427801	63.793103	37	58	0.637931034482759
ep_ASV_00264	bp_ASV_000222	0.590832	1	120	0.245259	53.571429	30	56	0.535714285714286
ep_ASV_00264	bp_ASV_000230	0.533884	1	120	0.272259	56.923077	37	65	0.569230769230769
ep_ASV_00264	bp_ASV_000244	0.519603	5	113	0.284882	53.225806	33	62	0.532258064516129
ep_ASV_00264	bp_ASV_000257	0.58656	1	120	0.297747	50.943396	27	53	0.509433962264151
ep_ASV_00264	bp_ASV_000271	0.533837	1	118	0.340248	54.545455	30	55	0.545454545454545
ep_ASV_00264	bp_ASV_000279	0.629562	5	116	0.320462	53.703704	29	54	0.537037037037037
ep_ASV_00264	bp_ASV_000302	0.50769	1	120	0.320131	51.851852	28	54	0.518518518518518
ep_ASV_00264	bp_ASV_000306	0.590589	1	110	0.33104	56.603774	30	53	0.566037735849057
ep_ASV_00264	bp_ASV_000311	0.554898	5	116	0.28171	50.819672	31	61	0.508196721311475
ep_ASV_00264	bp_ASV_000319	0.610497	1	120	0.297431	52.830189	28	53	0.528301886792453
ep_ASV_00264	bp_ASV_000333	0.548869	5	112	0.336255	54.545455	30	55	0.545454545454545
ep_ASV_00264	bp_ASV_000402	0.521441	5	116	0.263802	52.631579	30	57	0.526315789473684
ep_ASV_00264	bp_ASV_000415	0.484209	1	120	0.259749	50.943396	27	53	0.509433962264151
ep_ASV_00264	bp_ASV_000457	0.578214	3	118	0.311969	53.846154	28	52	0.538461538461538
ep_ASV_00264	bp_ASV_000462	0.584666	1	120	0.368099	59.615385	31	52	0.596153846153846
ep_ASV_00264	bp_ASV_000599	0.488921	1	120	0.281925	50.943396	27	53	0.509433962264151
ep_ASV_00264	en_ASV_00016	0.564637	1	120	0.352525	59.701493	40	67	0.597014925373134
ep_ASV_00264	en_ASV_00092	0.517796	1	120	0.291337	54.794521	40	73	0.547945205479452
ep_ASV_00264	en_ASV_00206	0.658259	1	118	0.362799	51.25	41	80	0.5125
ep_ASV_00264	en_ASV_00406	0.509561	1	120	0.304498	50.909091	28	55	0.509090909090909
ep_ASV_00264	en_ASV_00504	0.574644	1	120	0.328263	53.333333	32	60	0.533333333333333
ep_ASV_00264	en_ASV_00636	0.550694	1	120	0.27383	51.515152	34	66	0.515151515151515
ep_ASV_00264	en_ASV_00879	0.594682	1	119	0.360326	51.785714	29	56	0.517857142857143
ep_ASV_00264	en_ASV_00983	0.512039	3	118	0.3235	54.6875	35	64	0.546875
ep_ASV_00264	ep_ASV_00018	0.660584	1	120	0.412718	63.076923	41	65	0.630769230769231
ep_ASV_00264	ep_ASV_00213	0.610041	1	111	0.341924	53.623188	37	69	0.536231884057971
ep_ASV_00264	ep_ASV_00246	0.6391	1	120	0.433232	64.150943	34	53	0.641509433962264
ep_ASV_00264	ep_ASV_00301	0.627013	1	120	0.344835	56.363636	31	55	0.563636363636364
ep_ASV_00264	ep_ASV_00350	0.530107	4	115	0.280533	57.894737	33	57	0.578947368421053
ep_ASV_00264	ep_ASV_00379	0.489049	1	120	0.276435	52.380952	33	63	0.523809523809524
ep_ASV_00264	ep_ASV_00401	0.483537	1	120	0.271496	52.631579	30	57	0.526315789473684
ep_ASV_00264	ep_ASV_00480	0.546255	2	106	0.289636	54.385965	31	57	0.543859649122807
ep_ASV_00264	ep_ASV_00552	0.540996	1	120	0.297508	58.490566	31	53	0.584905660377358
ep_ASV_00269	bn_ASV_000077	0.527288	1	115	0.345196	56.338028	40	71	0.563380281690141
ep_ASV_00269	bn_ASV_000156	0.546158	1	120	0.388901	55.384615	36	65	0.553846153846154
ep_ASV_00269	bp_ASV_000054	0.658058	1	118	0.46919	64.40678	38	59	0.644067796610169
ep_ASV_00269	bp_ASV_000062	0.528175	1	119	0.413108	55.932203	33	59	0.559322033898305
ep_ASV_00269	bp_ASV_000063	0.525092	1	120	0.420792	63.636364	42	66	0.636363636363636
ep_ASV_00269	bp_ASV_000077	0.675405	1	120	0.464858	58.90411	43	73	0.589041095890411
ep_ASV_00269	bp_ASV_000112	0.51693	1	120	0.298704	51.388889	37	72	0.513888888888889
ep_ASV_00269	bp_ASV_000156	0.612918	1	120	0.523523	61.904762	39	63	0.619047619047619
ep_ASV_00269	bp_ASV_000183	0.507966	1	120	0.372595	58.181818	32	55	0.581818181818182
ep_ASV_00269	bp_ASV_000219	0.518539	1	119	0.360224	52.941176	36	68	0.529411764705882
ep_ASV_00269	bp_ASV_000322	0.522931	1	120	0.326418	54.901961	28	51	0.549019607843137
ep_ASV_00269	en_ASV_00059	0.612837	1	120	0.363932	61.016949	36	59	0.610169491525424
ep_ASV_00269	en_ASV_00207	0.5121	1	113	0.396976	56.896552	33	58	0.568965517241379
ep_ASV_00269	en_ASV_00248	0.508834	1	112	0.369061	54.237288	32	59	0.542372881355932
ep_ASV_00269	ep_ASV_00008	0.499029	1	120	0.244821	58.333333	35	60	0.583333333333333
ep_ASV_00269	ep_ASV_00019	0.615434	1	120	0.360507	58.571429	41	70	0.585714285714286
ep_ASV_00269	ep_ASV_00107	0.564524	1	117	0.333625	56.896552	33	58	0.568965517241379
ep_ASV_00269	ep_ASV_00158	0.585829	1	113	0.381882	54.098361	33	61	0.540983606557377
ep_ASV_00269	ep_ASV_00164	0.640238	7	114	0.466815	67.346939	33	49	0.673469387755102
ep_ASV_00269	ep_ASV_00171	0.669374	1	120	0.441232	61.403509	35	57	0.614035087719298
ep_ASV_00269	ep_ASV_00260	0.733227	1	117	0.501074	60	33	55	0.6
ep_ASV_00269	ep_ASV_00284	0.527713	1	116	0.343768	51.851852	28	54	0.518518518518518
ep_ASV_00269	ep_ASV_00288	0.671787	1	120	0.43045	67.857143	38	56	0.678571428571429
ep_ASV_00284	bp_ASV_000156	0.613775	1	116	0.446098	60.655738	37	61	0.60655737704918
ep_ASV_00284	bp_ASV_000219	0.561749	1	116	0.415572	53.846154	35	65	0.538461538461538
ep_ASV_00284	en_ASV_00327	0.657701	1	120	0.298986	58.928571	33	56	0.589285714285714
ep_ASV_00284	ep_ASV_00158	0.636311	1	120	0.484551	63.636364	35	55	0.636363636363636
ep_ASV_00284	ep_ASV_00288	0.569445	1	116	0.452346	60.714286	34	56	0.607142857142857
